imagen, numeroROI, contadorObjetos, promedioRGB_R, promedioRGB_G, promedioRGB_B, desviacionRGB_R, desviacionRGB_G, desviacionRGB_B, promedioLAB_L, promedioLAB_A, promedioLAB_B, desviacionLAB_L, desviacionLAB_A, desviacionLAB_B, promedioHSV_H, promedioHSV_S, promedioHSV_V, desviacionHSV_H, desviacionHSV_S, desviacionHSV_V, sumaArea, perimetro, excentricidad, ejeMayor, ejeMenor, entropia, inercia, energia, x, y, w, h, clasificacion 
001.jpg,          1,          1,   227.5894,   227.4783,   199.2174,     1.0000,     1.0000,     1.0000,    89.6948,    -4.6748,    13.8659,     7.2330,     2.2688,     5.3581,     0.1632,     0.1295,     0.8958,     0.0177,     0.0485,     0.0797,        207,    58.5850,     0.8890,    24.6003,    11.2641,     0.0000,     0.0000,     0.0000,         73,         10,         24,         10, CALYX 
001.jpg,          2,          1,   217.6835,   219.7986,   184.6187,     1.4142,     1.4142,     1.4142,    86.6435,    -6.5643,    17.1631,     8.3354,     2.7876,     5.7001,     0.1751,     0.1664,     0.8638,     0.0148,     0.0638,     0.0896,        139,    43.0870,     0.8267,    18.0481,    10.1559,     0.0000,     0.0000,     0.0000,         58,          3,         17,          9, CALYX 
001.jpg,          3,          1,   227.9250,   229.5417,   218.7333,     1.4142,     1.4142,     1.4142,    90.6844,    -2.4463,     5.0983,     7.1762,     1.0195,     2.0126,     0.1902,     0.0485,     0.9002,     0.0092,     0.0216,     0.0783,        120,    42.7150,     0.9155,    19.6656,     7.9120,     0.0000,     0.0000,     0.0000,         52,          6,         18,          8, CALYX 
001.jpg,          4,          1,   213.1538,   214.0615,   208.0308,     2.0000,     2.0000,     2.0000,    85.3752,    -1.3927,     2.8795,     6.5788,     0.6800,     1.3640,     0.1753,     0.0290,     0.8395,     0.0514,     0.0147,     0.0718,         65,    30.9960,     0.9231,    15.0111,     5.7735,     0.0000,     0.0000,     0.0000,         70,          4,         13,          5, CALYX 
001.jpg,          1,          1,   202.8800,   196.0800,    66.8400,     3.1623,     3.1623,     3.1623,    77.6751,   -12.1941,    60.2837,     6.7833,     5.4189,    14.4341,     0.1555,     0.6753,     0.7969,     0.0138,     0.1851,     0.0663,         25,    15.3160,     0.0000,     5.7735,     5.7735,     0.0000,     0.0000,     0.0000,         26,        164,          5,          5, DEFECTOS 
001.jpg,          1,          2,   183.5417,   163.1667,    81.5417,     3.3166,     3.3166,     3.3166,    67.0331,    -2.4428,    43.0945,    15.1589,     5.0240,    15.8343,     0.1260,     0.5813,     0.7198,     0.0316,     0.1994,     0.1475,         24,    14.6710,     0.4003,     5.8878,     5.3955,     0.0000,     0.0000,     0.0000,         28,        172,          5,          5, DEFECTOS 
001.jpg,          1,          3,   213.2083,   212.9167,    89.5000,     3.3166,     3.3166,     3.3166,    83.2128,   -14.8215,    57.5609,     5.9715,     3.4519,    15.7543,     0.1665,     0.5891,     0.8426,     0.0075,     0.1937,     0.0640,         24,    16.0770,     0.3165,     5.8878,     5.5852,     0.0000,     0.0000,     0.0000,         29,        158,          5,          5, DEFECTOS 
001.jpg,          1,          4,   193.7273,   188.2727,    78.4091,     3.4641,     3.4641,     3.4641,    74.9091,   -11.4747,    53.5401,     5.2995,     2.0568,    13.3740,     0.1591,     0.5991,     0.7601,     0.0050,     0.1736,     0.0587,         22,    16.1930,     0.4599,     5.8959,     5.2354,     0.0000,     0.0000,     0.0000,        125,        174,          5,          5, DEFECTOS 
001.jpg,          1,          5,   199.4348,   193.9130,    92.6522,     3.3166,     3.3166,     3.3166,    77.0058,   -11.1401,    50.3034,     5.2928,     2.1688,     9.9335,     0.1577,     0.5401,     0.7821,     0.0043,     0.1269,     0.0553,         23,    16.8380,     0.0963,     5.7129,     5.6864,     0.0000,     0.0000,     0.0000,        177,         94,          5,          5, DEFECTOS 
001.jpg,          2,          1,   217.5000,   223.1667,   170.6667,     3.3166,     3.1623,     6.5574,    87.3134,   -10.3401,    25.1642,     1.8726,     2.8259,     7.4409,     0.1847,     0.2360,     0.8752,     0.0037,     0.0716,     0.0193,          6,     6.3680,     0.3849,     3.4641,     3.1972,     0.0000,     0.0000,     0.0000,         46,         79,          3,          3, DEFECTOS 
001.jpg,          2,          2,   225.0526,   223.8947,   178.5789,     2.6458,     2.6458,     2.6458,    88.1845,    -6.8548,    22.4300,     5.7548,     2.3706,     5.5071,     0.1609,     0.2106,     0.8847,     0.0109,     0.0519,     0.0637,         38,    22.7260,     0.3757,     7.9706,     7.3865,     0.0000,     0.0000,     0.0000,         50,         67,          8,          7, DEFECTOS 
001.jpg,          2,          3,   156.8356,   140.0959,    56.3836,     1.7321,     1.7321,     1.7321,    58.2665,    -3.4928,    44.1465,     6.7562,     3.1762,    10.1580,     0.1384,     0.6534,     0.6150,     0.0112,     0.1974,     0.0689,         73,    44.2120,     0.9745,    22.3391,     5.0125,     0.0000,     0.0000,     0.0000,         71,         96,         14,         16, DEFECTOS 
001.jpg,          2,          4,   219.2661,   220.0642,   146.3486,     1.4142,     1.4142,     1.4142,    86.2139,   -11.1740,    36.0860,     4.8906,     3.6591,     9.8466,     0.1682,     0.3412,     0.8699,     0.0118,     0.0946,     0.0542,        109,    59.9910,     0.9868,    31.6083,     5.1187,     0.0000,     0.0000,     0.0000,         73,         39,          5,         28, DEFECTOS 
001.jpg,          2,          5,   145.3763,   128.2151,    46.6613,     1.0000,     1.0000,     1.0000,    53.7694,    -2.9771,    44.1024,     5.4200,     3.4147,     9.3307,     0.1371,     0.6798,     0.5701,     0.0115,     0.1500,     0.0572,        186,    76.8960,     0.9649,    33.3156,     8.7469,     0.0000,     0.0000,     0.0000,         73,        114,         30,         11, DEFECTOS 
001.jpg,          2,          6,   181.5610,   172.4634,    87.4146,     2.4495,     2.4495,     2.4495,    69.6006,    -7.8936,    43.8484,     9.1408,     3.4647,    11.3402,     0.1506,     0.5249,     0.7120,     0.0126,     0.1487,     0.1069,         41,    29.8470,     0.9277,    13.4674,     5.0268,     0.0000,     0.0000,     0.0000,         76,         80,          6,         12, DEFECTOS 
001.jpg,          2,          7,   187.6667,   177.3030,   107.1212,     2.8284,     2.8284,     2.8284,    71.7477,    -6.1227,    36.9369,     4.5508,     2.4434,    10.0368,     0.1450,     0.4275,     0.7361,     0.0112,     0.1079,     0.0543,         33,    24.5210,     0.9416,    12.4207,     4.1836,     0.0000,     0.0000,     0.0000,         84,         80,          5,         11, DEFECTOS 
001.jpg,          2,          8,   116.3000,   107.6667,    51.9667,     3.0000,     3.0000,     3.0000,    45.1078,    -4.3770,    31.5910,     5.6419,     2.3963,     7.8122,     0.1423,     0.5636,     0.4561,     0.0110,     0.1542,     0.0545,         30,    21.8250,     0.8411,     9.2655,     5.0119,     0.0000,     0.0000,     0.0000,        104,        118,          9,          6, DEFECTOS 
001.jpg,          3,          1,   154.0500,   150.3500,   114.4000,     3.6056,     3.6056,     3.6056,    61.2588,    -4.5184,    19.2974,    15.4406,     3.0361,     5.5640,     0.1482,     0.2909,     0.6043,     0.0224,     0.1611,     0.1439,         20,    15.8290,     0.9254,     8.6289,     3.2693,     0.0000,     0.0000,     0.0000,          1,         73,          5,          7, DEFECTOS 
001.jpg,          3,          2,   217.1333,   221.7333,   194.2667,     4.1231,     4.1231,     4.1231,    87.3390,    -6.2705,    12.9749,     5.8736,     1.2875,     2.7347,     0.1945,     0.1250,     0.8695,     0.0013,     0.0299,     0.0642,         15,    24.0830,     0.9894,    14.5403,     2.1068,     0.0000,     0.0000,     0.0000,          5,         46,          7,         11, DEFECTOS 
001.jpg,          3,          3,   221.8000,   224.6000,   207.8000,     7.1414,     7.1414,     7.1414,    88.7552,    -3.8776,     7.8949,     3.5077,     0.4000,     0.7602,     0.1943,     0.0750,     0.8808,     0.0023,     0.0084,     0.0390,          5,     7.0130,     0.9315,     4.8819,     1.7759,     0.0000,     0.0000,     0.0000,         12,         40,          2,          4, DEFECTOS 
001.jpg,          3,          4,   232.2500,   235.5000,   214.0000,     5.3852,     5.3852,     5.3852,    92.4571,    -4.7809,    10.0580,     2.9692,     0.2938,     0.3797,     0.1918,     0.0914,     0.9235,     0.0022,     0.0050,     0.0331,          4,     6.5500,     0.9463,     4.8205,     1.5585,     0.0000,     0.0000,     0.0000,         15,         36,          2,          4, DEFECTOS 
001.jpg,          3,          5,   171.0000,   182.7917,   110.0417,     3.3166,     3.3166,     3.3166,    71.9219,   -15.3577,    35.3680,     6.2811,     3.9947,    10.3933,     0.1937,     0.3996,     0.7168,     0.0007,     0.1235,     0.0680,         24,    15.3160,     0.1415,     5.8878,     5.8286,     0.0000,     0.0000,     0.0000,         93,         68,          5,          5, DEFECTOS 
001.jpg,          4,          1,   166.7826,   168.3913,    89.6957,     3.3166,     3.3166,     3.3166,    67.3223,   -11.8495,    39.8406,     5.8102,     3.3644,     9.9431,     0.1687,     0.4720,     0.6633,     0.0068,     0.1231,     0.0631,         23,    14.0260,     0.1259,     5.5273,     5.4833,     0.0000,     0.0000,     0.0000,         87,         67,          5,          5, DEFECTOS 
001.jpg,          4,          2,   151.5833,   150.7500,    67.8750,     3.3166,     3.3166,     3.3166,    60.8743,   -10.8998,    42.2814,     5.4334,     2.2591,    10.0763,     0.1653,     0.5588,     0.5989,     0.0080,     0.1522,     0.0557,         24,    15.3160,     0.0000,     5.8878,     5.8878,     0.0000,     0.0000,     0.0000,         93,        103,          5,          5, DEFECTOS 
001.jpg,          4,          3,   180.2083,   187.0000,    77.7917,     3.3166,     3.3166,     3.3166,    73.4754,   -16.5601,    51.8184,     4.4471,     4.6075,    13.6017,     0.1757,     0.5836,     0.7337,     0.0055,     0.1731,     0.0487,         24,    14.6710,     0.4003,     5.8878,     5.3955,     0.0000,     0.0000,     0.0000,        119,         74,          5,          5, DEFECTOS 
002.jpg,          1,          1,   219.8288,   218.0360,   188.7477,     1.4142,     1.4142,     1.4142,    86.4439,    -4.2468,    14.6430,     7.7721,     1.5901,     4.7785,     0.1587,     0.1436,     0.8648,     0.0189,     0.0428,     0.0867,        111,    40.2920,     0.9228,    19.3857,     7.4673,     0.0000,     0.0000,     0.0000,         83,         13,         18,          7, CALYX 
002.jpg,          2,          1,   206.9684,   208.3474,   163.7684,     1.7321,     1.7321,     1.7321,    82.4378,    -7.6876,    22.0341,     7.4451,     2.6950,     6.7775,     0.1701,     0.2171,     0.8190,     0.0103,     0.0660,     0.0812,         95,    34.7840,     0.8797,    16.0959,     7.6548,     0.0000,     0.0000,     0.0000,         57,          5,         15,          7, CALYX 
002.jpg,          3,          1,   209.8846,   213.4808,   191.4519,     1.4142,     1.4142,     1.4142,    84.5755,    -5.0381,    10.5373,     7.7164,     2.7447,     5.8610,     0.1935,     0.1066,     0.8372,     0.0046,     0.0633,     0.0826,        104,    36.1900,     0.8438,    15.9175,     8.5428,     0.0000,     0.0000,     0.0000,         56,          8,         15,          8, CALYX 
002.jpg,          4,          1,   214.4836,   221.2787,   208.2705,     1.4142,     1.4142,     1.4142,    87.3003,    -4.6520,     5.6361,     8.6845,     2.2903,     2.4014,     0.2513,     0.0618,     0.8679,     0.0547,     0.0295,     0.0923,        122,    38.1500,     0.7849,    15.9888,     9.9069,     0.0000,     0.0000,     0.0000,         64,          6,         15,          9, CALYX 
002.jpg,          1,          1,   180.1111,   174.5556,   113.8889,     5.2915,     5.2915,     5.2915,    70.3962,    -7.1426,    31.8698,     7.5164,     0.4569,     3.9328,     0.1528,     0.3737,     0.7063,     0.0010,     0.0730,     0.0792,          9,     7.4760,     0.0000,     3.4641,     3.4641,     0.0000,     0.0000,     0.0000,          5,         94,          3,          3, DEFECTOS 
002.jpg,          1,          2,   171.0000,   167.5000,   132.5000,     0.0000,     1.0000,     4.2426,    68.1409,    -4.5895,    18.5913,     0.0240,     1.0820,     3.0434,     0.1509,     0.2251,     0.6706,     0.0044,     0.0322,     0.0000,          2,     1.9600,     0.8660,     2.3094,     1.1547,     0.0000,     0.0000,     0.0000,          6,         91,          1,          2, DEFECTOS 
002.jpg,          1,          3,   218.8800,   219.6800,   191.6800,     3.1623,     3.1623,     3.1623,    86.9235,    -4.9171,    13.6848,     4.0376,     3.4083,     8.0635,     0.1631,     0.1291,     0.8637,     0.0219,     0.0725,     0.0455,         25,    29.5990,     0.9533,    13.7241,     4.1435,     0.0000,     0.0000,     0.0000,         35,         96,         11,          8, DEFECTOS 
002.jpg,          2,          1,   196.3158,   199.3158,   117.3684,     3.6056,     3.6056,     3.6056,    78.4831,   -12.9303,    40.4146,     6.2047,     3.2159,     8.9687,     0.1718,     0.4179,     0.7837,     0.0072,     0.1102,     0.0680,         19,    12.1820,     0.5086,     5.3966,     4.6463,     0.0000,     0.0000,     0.0000,         24,         74,          5,          5, DEFECTOS 
002.jpg,          3,          1,   182.5625,   184.8750,   130.0000,     4.0000,     4.0000,     4.0000,    73.7018,    -9.5558,    27.6670,     4.8437,     2.0452,     5.5576,     0.1731,     0.2996,     0.7250,     0.0045,     0.0704,     0.0513,         16,    17.2350,     0.8795,     7.5468,     3.5917,     0.0000,     0.0000,     0.0000,         20,         54,          4,          7, DEFECTOS 
002.jpg,          3,          2,   169.6429,   175.5714,   140.0714,     4.2426,     4.2426,     4.2426,    70.3542,    -8.2706,    17.5421,     3.9526,     0.9002,     2.0708,     0.1945,     0.2031,     0.6885,     0.0012,     0.0283,     0.0416,         14,    12.7360,     0.7628,     5.6913,     3.6799,     0.0000,     0.0000,     0.0000,         83,         54,          5,          4, DEFECTOS 
002.jpg,          3,          3,   171.0000,   176.3636,   143.8182,     4.7958,     4.7958,     4.7958,    70.7152,    -7.5274,    16.0225,     6.9831,     2.6859,     5.7491,     0.1935,     0.1827,     0.6916,     0.0021,     0.0632,     0.0767,         11,     8.7910,     0.6847,     4.4969,     3.2775,     0.0000,     0.0000,     0.0000,        101,         32,          3,          4, DEFECTOS 
002.jpg,          4,          1,   155.2000,   155.9500,   104.9000,     3.6056,     3.6056,     3.6056,    63.1313,    -8.5043,    26.7275,     4.2174,     1.6530,     3.9247,     0.1686,     0.3331,     0.6135,     0.0066,     0.0616,     0.0436,         20,    15.2670,     0.5498,     5.9223,     4.9470,     0.0000,     0.0000,     0.0000,         53,         34,          5,          6, DEFECTOS 
002.jpg,          4,          2,   225.6512,   225.1783,   193.4729,     1.4142,     1.4142,     1.4142,    88.8680,    -5.0528,    15.6487,     5.4945,     1.8550,     6.2069,     0.1666,     0.1489,     0.8892,     0.0154,     0.0629,     0.0575,        129,    58.4530,     0.9484,    24.5113,     7.7687,     0.0000,     0.0000,     0.0000,         90,         14,         18,         18, DEFECTOS 
003.jpg,          1,          1,   206.0270,   212.3874,   182.7477,     1.4142,     1.4142,     1.4142,    83.7928,    -7.2694,    13.9442,     8.0925,     2.0726,     4.2316,     0.1989,     0.1401,     0.8329,     0.0271,     0.0455,     0.0891,        111,    37.7370,     0.7194,    14.4816,    10.0589,     0.0000,     0.0000,     0.0000,         83,         20,         16,         10, CALYX 
003.jpg,          2,          1,   200.4048,   206.1905,   170.8571,     2.4495,     2.4495,     2.4495,    81.5347,    -7.9769,    16.9267,     5.7324,     2.4273,     5.3226,     0.1938,     0.1710,     0.8086,     0.0016,     0.0520,     0.0637,         42,    23.4870,     0.9101,    11.6123,     4.8114,     0.0000,     0.0000,     0.0000,         49,          7,         10,          6, CALYX 
003.jpg,          3,          1,   223.2727,   224.9091,   214.9091,     3.4641,     3.4641,     3.4641,    89.1080,    -2.3117,     4.6896,     4.0855,     0.6726,     1.3133,     0.1928,     0.0443,     0.8820,     0.0068,     0.0123,     0.0458,         22,    16.6560,     0.9144,     8.6963,     3.5209,     0.0000,     0.0000,     0.0000,         58,          2,          8,          4, CALYX 
003.jpg,          4,          1,   204.1786,   206.9643,   199.7857,     3.0000,     3.0000,     3.0000,    82.6820,    -2.2389,     3.2429,     5.4700,     1.0631,     3.0540,     0.3109,     0.0389,     0.8116,     0.1108,     0.0273,     0.0591,         28,    18.1530,     0.8653,     8.5916,     4.3063,     0.0000,     0.0000,     0.0000,         76,          7,          9,          4, CALYX 
003.jpg,          1,          0,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,          0,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,          0,          0,          0,          0, VACIO 
003.jpg,          2,          1,    79.5936,    84.1979,    39.4753,     0.0000,     0.0000,     0.0000,    34.1289,    -8.8351,    24.0319,    15.2237,     5.0377,    13.2891,     0.1878,     0.5482,     0.3305,     0.0812,     0.2052,     0.1458,        566,   104.0960,     0.7657,    35.6771,    22.9472,     0.0000,     0.0000,     0.0000,         49,        111,         28,         32, DEFECTOS 
003.jpg,          3,          1,   144.2375,   119.6500,    38.8625,     1.7321,     1.7321,     1.7321,    51.2895,     1.1546,    43.7745,     5.0320,     5.1371,    11.9103,     0.1275,     0.7254,     0.5656,     0.0132,     0.2114,     0.0552,         80,    40.8050,     0.9107,    16.9038,     6.9840,     0.0000,     0.0000,     0.0000,        106,         83,          8,         15, DEFECTOS 
003.jpg,          4,          1,   146.2831,   122.6386,    29.1566,     1.4142,     1.4142,     1.4142,    52.2107,    -0.1925,    48.6176,     5.3200,     3.5395,     9.5910,     0.1327,     0.8005,     0.5737,     0.0077,     0.1841,     0.0545,        166,    50.4230,     0.7956,    19.0202,    11.5218,     0.0000,     0.0000,     0.0000,         28,         83,         11,         19, DEFECTOS 
004.jpg,          1,          1,   235.2606,   237.8564,   219.8032,     1.0000,     1.0000,     1.0000,    93.3579,    -3.9742,     8.4554,     7.3849,     1.4424,     2.9749,     0.1889,     0.0769,     0.9328,     0.0161,     0.0284,     0.0807,        188,    51.8540,     0.8774,    22.5083,    10.7986,     0.0000,     0.0000,     0.0000,         68,         12,         22,         11, CALYX 
004.jpg,          2,          1,   208.9365,   217.8175,   187.0635,     1.4142,     1.4142,     1.4142,    85.5686,    -8.3224,    14.1475,     5.4737,     2.8197,     3.4851,     0.2127,     0.1415,     0.8542,     0.0213,     0.0366,     0.0615,        126,    40.6230,     0.8365,    17.2541,     9.4558,     0.0000,     0.0000,     0.0000,         55,          9,         17,         10, CALYX 
004.jpg,          3,          1,   221.7034,   227.9661,   208.7712,     1.4142,     1.4142,     1.4142,    89.6192,    -5.4351,     8.6602,     5.5210,     2.4822,     5.2418,     0.2420,     0.0856,     0.8940,     0.0604,     0.0472,     0.0604,        118,    39.2580,     0.8605,    17.3840,     8.8555,     0.0000,     0.0000,     0.0000,         48,          8,         16,          8, CALYX 
004.jpg,          4,          1,   228.6374,   233.3187,   225.0330,     1.7321,     1.7321,     1.7321,    91.8705,    -3.0425,     3.4835,     5.7358,     1.7439,     1.3614,     0.2500,     0.0360,     0.9150,     0.0471,     0.0159,     0.0627,         91,    35.1810,     0.8871,    16.1146,     7.4380,     0.0000,     0.0000,     0.0000,         59,          2,         15,          7, CALYX 
004.jpg,          1,          1,   180.4706,   184.7353,    80.3529,     2.8284,     2.8284,     2.8284,    72.8890,   -15.1387,    49.9960,     4.8333,     4.3906,    12.4428,     0.1726,     0.5679,     0.7291,     0.0105,     0.1663,     0.0529,         34,    25.0500,     0.9331,    12.6098,     4.5343,     0.0000,     0.0000,     0.0000,        130,        101,          5,         11, DEFECTOS 
004.jpg,          1,          2,   161.3673,   163.2245,    68.5510,     2.2361,     2.2361,     2.2361,    65.2159,   -13.1249,    46.7501,     6.3256,     3.9598,    10.6879,     0.1682,     0.5931,     0.6451,     0.0105,     0.1724,     0.0668,         49,    34.2800,     0.9477,    16.4312,     5.2459,     0.0000,     0.0000,     0.0000,        136,        117,         13,         10, DEFECTOS 
004.jpg,          1,          3,   122.1489,   127.2128,    55.5745,     2.2361,     2.2361,     2.2361,    51.4209,   -12.3934,    37.2336,     6.2655,     2.5980,     6.7248,     0.1787,     0.5728,     0.4997,     0.0117,     0.1385,     0.0613,         47,    33.7260,     0.9690,    17.3344,     4.2818,     0.0000,     0.0000,     0.0000,        160,        115,         14,          9, DEFECTOS 
004.jpg,          2,          0,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,          0,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,          0,          0,          0,          0, VACIO 
004.jpg,          3,          0,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,          0,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,          0,          0,          0,          0, VACIO 
004.jpg,          4,          0,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,          0,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,          0,          0,          0,          0, VACIO 
006.jpg,          1,          1,   193.3210,   202.7346,   165.2346,     1.4142,     1.4142,     1.4142,    79.8229,    -9.6103,    17.7193,    12.4779,     3.6746,     7.6926,     0.2121,     0.1905,     0.7950,     0.0183,     0.0859,     0.1349,        162,    50.6710,     0.9312,    23.9995,     8.7468,     0.0000,     0.0000,     0.0000,         88,          6,         23,          8, CALYX 
006.jpg,          2,          1,   189.5342,   198.9178,   163.7055,     1.4142,     1.4142,     1.4142,    78.5652,    -9.3019,    16.5798,    10.0870,     3.3943,     7.1379,     0.2166,     0.1792,     0.7805,     0.0351,     0.0721,     0.1070,        146,    43.5260,     0.7627,    17.4008,    11.2547,     0.0000,     0.0000,     0.0000,         49,          6,         18,         11, CALYX 
006.jpg,          3,          1,   201.7667,   213.0417,   184.0250,     1.4142,     1.4142,     1.4142,    83.6973,    -8.8532,    13.1150,     7.9903,     3.3703,     7.6774,     0.2595,     0.1407,     0.8355,     0.0687,     0.0771,     0.0866,        120,    40.8710,     0.8900,    18.4892,     8.4298,     0.0000,     0.0000,     0.0000,         61,          3,         18,          8, CALYX 
006.jpg,          4,          1,   201.8526,   208.1684,   189.6526,     1.7321,     1.7321,     1.7321,    81.8293,    -5.3543,     8.3087,    23.1352,     2.2248,     3.5676,     0.2254,     0.1481,     0.8163,     0.0265,     0.2271,     0.2280,         95,    40.2010,     0.9489,    19.9383,     6.2919,     0.0000,     0.0000,     0.0000,         76,          1,         19,          6, CALYX 
006.jpg,          1,          1,   215.9556,   212.6222,   134.3778,     2.4495,     2.4495,     2.4495,    83.8137,    -9.9312,    38.9116,     7.0253,     2.7022,    11.3411,     0.1591,     0.3877,     0.8471,     0.0061,     0.1362,     0.0769,         45,    23.0240,     0.8036,    10.4335,     6.2097,     0.0000,     0.0000,     0.0000,          3,        116,          6,         10, DEFECTOS 
006.jpg,          1,          2,   113.8442,   118.1027,    78.5628,     0.0000,     0.0000,     0.0000,    48.3498,    -8.1023,    20.9747,     7.6174,     3.4390,    11.7044,     0.2095,     0.3411,     0.4658,     0.0786,     0.1742,     0.0774,        565,   100.8550,     0.6163,    31.8574,    25.0875,     0.0000,     0.0000,     0.0000,        169,        118,         29,         30, DEFECTOS 
006.jpg,          2,          1,   220.0845,   215.5493,   142.3239,     2.0000,     2.0000,     2.0000,    85.0168,    -8.9339,    36.6470,     7.3189,     2.6828,    10.7241,     0.1568,     0.3636,     0.8645,     0.0086,     0.1282,     0.0772,         71,    28.1930,     0.6573,    11.1831,     8.4277,     0.0000,     0.0000,     0.0000,         19,        104,         11,          9, DEFECTOS 
006.jpg,          3,          1,   190.7647,   187.7941,   117.9118,     2.8284,     2.8284,     2.8284,    74.9632,    -9.0974,    35.6166,     6.0318,     2.2689,     9.9378,     0.1604,     0.3898,     0.7487,     0.0082,     0.1272,     0.0612,         34,    21.5440,     0.6761,     8.0034,     5.8973,     0.0000,     0.0000,     0.0000,         74,         30,          9,          6, DEFECTOS 
006.jpg,          3,          2,   158.5633,   132.5469,    63.9020,     1.0000,     1.0000,     1.0000,    56.4681,     1.8225,    39.4037,     4.9582,     3.3605,    10.9315,     0.1206,     0.5936,     0.6218,     0.0122,     0.1566,     0.0596,        245,    77.3760,     0.7471,    24.0526,    15.9891,     0.0000,     0.0000,     0.0000,        118,         89,         25,         19, DEFECTOS 
006.jpg,          4,          1,   148.5642,   122.9925,    56.6019,     0.0000,     0.0000,     0.0000,    52.7441,     1.9860,    38.8693,     4.5507,     2.5376,     8.0326,     0.1203,     0.6186,     0.5826,     0.0080,     0.1244,     0.0509,        530,   122.7370,     0.9232,    47.1426,    18.1125,     0.0000,     0.0000,     0.0000,         33,         92,         36,         33, DEFECTOS 
006.jpg,          4,          2,   108.9490,   115.2017,    76.6093,     1.0000,     1.0000,     1.0000,    46.9929,    -8.9782,    20.3489,     8.3267,     3.1992,     9.6587,     0.2038,     0.3309,     0.4530,     0.0431,     0.1312,     0.0840,        471,    95.6780,     0.9238,    41.8237,    16.0174,     0.0000,     0.0000,     0.0000,        116,         79,         26,         35, DEFECTOS 
008.jpg,          1,          1,   210.3526,   221.9199,   181.6218,     1.0000,     1.0000,     1.0000,    86.6126,   -10.7068,    18.4839,     7.6972,     3.8830,     7.4076,     0.2184,     0.1818,     0.8708,     0.0333,     0.0649,     0.0827,        312,    68.1880,     0.8599,    28.2214,    14.4062,     0.0000,     0.0000,     0.0000,         68,          9,         28,         18, CALYX 
008.jpg,          2,          1,   180.3618,   193.3769,   160.8894,     1.0000,     1.0000,     1.0000,    76.3825,   -10.2731,    14.9044,     7.7833,     2.4633,     4.5485,     0.2390,     0.1709,     0.7583,     0.0384,     0.0511,     0.0817,        199,    54.0950,     0.8821,    23.4634,    11.0524,     0.0000,     0.0000,     0.0000,         52,         14,         24,         11, CALYX 
008.jpg,          3,          1,   205.2662,   216.8571,   210.0130,     1.4142,     1.4142,     1.4142,    85.5360,    -5.2108,     2.0627,     8.8403,     3.7709,     1.3603,     0.3156,     0.0571,     0.8504,     0.1588,     0.0448,     0.0920,        154,    44.2870,     0.8114,    18.4805,    10.8016,     0.0000,     0.0000,     0.0000,         44,          8,         19,         11, CALYX 
008.jpg,          4,          1,   216.0323,   221.2097,   219.4355,     2.0000,     2.0000,     2.0000,    87.7277,    -2.0697,     0.2661,     5.3815,     1.8908,     0.2616,     0.2849,     0.0238,     0.8675,     0.2115,     0.0220,     0.0585,         62,    35.4950,     0.9719,    18.7489,     4.4103,     0.0000,     0.0000,     0.0000,         59,          3,         17,          4, CALYX 
008.jpg,          1,          0,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,          0,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,          0,          0,          0,          0, VACIO 
008.jpg,          2,          0,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,          0,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,          0,          0,          0,          0, VACIO 
008.jpg,          3,          0,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,          0,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,     0.0000,          0,          0,          0,          0, VACIO 
